state,city,year,month,day_of_week,time_of_day,severity,vehicles_involved,casualties,fatalities,weather,road_type,road_condition,lighting,speed_limit,driver_age,driver_gender,alcohol_involved,hour,vehicle_type,engine_size,car_age,casualty_severity,casualty_age,state_clean,state_weather,district,total_rainfall,avg_daily_rainfall,max_daily_rainfall,rainy_days_count,rainfall_intensity,drought_risk,flood_risk,normal_rainfall,season,annual_rainfall,monsoon_rainfall,winter_rainfall,summer_rainfall,post_monsoon_rainfall,is_night,is_evening,is_morning,is_afternoon,is_morning_rush,is_evening_rush,is_rush_hour,day_of_week_num,is_weekend,is_weekday,is_friday,is_monday,is_winter,is_summer,is_monsoon,is_post_monsoon,hour_sin,hour_cos,month_sin,month_cos,day_sin,day_cos,state_encoded,city_encoded,weather_encoded,weather_clear,weather_rainy,weather_foggy,weather_stormy,road_type_encoded,road_highway,road_urban,road_rural,road_condition_encoded,lighting_encoded,lighting_daylight,lighting_dark,lighting_twilight,vehicle_type_encoded,driver_gender_encoded,season_encoded,total_rainfall_level,total_rainfall_low,total_rainfall_high,avg_daily_rainfall_level,avg_daily_rainfall_low,avg_daily_rainfall_high,max_daily_rainfall_level,max_daily_rainfall_low,max_daily_rainfall_high,normal_rainfall_level,normal_rainfall_low,normal_rainfall_high,annual_rainfall_level,annual_rainfall_low,annual_rainfall_high,monsoon_rainfall_level,monsoon_rainfall_low,monsoon_rainfall_high,monsoon_dependency,weather_severity_score,multi_vehicle,vehicle_risk_score,high_speed,low_speed,speed_risk_score,young_driver,elderly_driver,inexperienced_driver,alcohol_risk,road_risk_score,visibility_risk,night_rain_risk,rush_fog_risk,speed_rain_risk,young_night_risk,elderly_dark_risk,combined_risk_score,high_risk_state,state_risk_score,major_city,urban_area,severity_level,risk_score,high_risk,severe_accident
Gujarat,Surat,2019.0,6.0,Thursday,15:1,Fatal,2.0,7.0,0.0,Stormy,State Highway,Under Construction,Dawn,69.0,51,Female,No,15.0,Unknown,1901.0,10.0,Serious,41.0,GUJARAT,Unknown,Unknown,0.0,0.0,0.0,,,0,0,0.0,Unknown,0.0,0.0,,,,0,0,0,1,0,0,0,3.0,0,1,0,0,0,0,0,0,-0.7071067811865471,-0.7071067811865479,1.2246467991473532e-16,-1.0,0.43388373911755823,-0.900968867902419,16,20,8,0,0,0,1,1,1,0,0,2,1,0,0,0,4,1,0,,1,0,,1,0,,1,0,,1,0,,1,0,,1,0,0.0,0.5,1,1.0986122886681098,0,0,0.69,0,0,0,0,0.8,0.0,0,0,0,0,0,0.39666666666666667,0,0.6,0,1,2,0.6049306144334056,1,1
Uttar Pradesh,Lucknow,2022.0,6.0,Tuesday,9:25,Fatal,1.0,0.0,3.0,Clear,National Highway,Under Construction,Dark,53.0,63,Male,No,9.0,Unknown,1901.0,10.0,Serious,41.0,UTTAR PRADESH,Unknown,Unknown,0.0,0.0,0.0,,,0,0,0.0,Unknown,0.0,0.0,,,,0,0,1,0,1,0,1,1.0,0,1,0,0,0,0,0,0,0.7071067811865476,-0.7071067811865475,1.2246467991473532e-16,-1.0,0.7818314824680298,0.6234898018587336,56,10,0,1,0,0,0,0,1,0,0,2,0,0,1,0,4,3,0,,1,0,,1,0,,1,0,,1,0,,1,0,,1,0,0.0,0.0,0,0.6931471805599453,0,0,0.53,0,0,0,0,0.8,0.6,0,0,0,0,0,0.37666666666666665,1,0.9,1,1,2,0.5596573590279973,0,1
Maharashtra,Mumbai,2020.0,6.0,Saturday,23:21,Serious,5.0,6.0,2.0,Hazy,Urban Road,Damaged,Dawn,82.0,68,Female,No,23.0,Unknown,1901.0,10.0,Serious,41.0,MAHARASHTRA,Unknown,Unknown,0.0,0.0,0.0,,,0,0,0.0,Unknown,0.0,0.0,,,,1,0,0,0,0,0,0,5.0,1,0,0,0,0,0,0,0,-0.25881904510252157,0.9659258262890681,1.2246467991473532e-16,-1.0,-0.9749279121818236,-0.2225209339563146,34,13,3,0,0,0,0,3,0,1,0,0,1,0,0,0,4,1,0,,1,0,,1,0,,1,0,,1,0,,1,0,,1,0,0.0,0.0,1,1.791759469228055,1,0,0.82,0,1,0,0,0.9,0.0,0,0,0,0,0,0.2733333333333333,1,0.8,1,1,1,0.5045879734614027,0,1
Odisha,Unknown,2018.0,6.0,Thursday,12:1,Minor,3.0,7.0,2.0,Stormy,State Highway,Damaged,Dark,79.0,41,Male,Yes,12.0,Unknown,1901.0,10.0,Serious,41.0,ODISHA,Unknown,Unknown,0.0,0.0,0.0,,,0,0,0.0,Unknown,0.0,0.0,,,,0,0,0,1,0,0,0,3.0,0,1,0,0,0,0,0,0,1.2246467991473532e-16,-1.0,1.2246467991473532e-16,-1.0,0.43388373911755823,-0.900968867902419,41,23,8,0,0,0,1,1,1,0,0,0,0,0,1,0,4,3,0,,1,0,,1,0,,1,0,,1,0,,1,0,,1,0,0.0,0.5,1,1.3862943611198906,0,0,0.79,0,0,0,1,0.9,0.6,0,0,0,0,0,0.63,0,0.5,0,0,0,0.3893147180559946,0,0
Telangana,Unknown,2023.0,6.0,Saturday,17:37,Minor,2.0,8.0,3.0,Stormy,National Highway,Dry,Dawn,30.0,40,Male,Yes,17.0,Unknown,1901.0,10.0,Serious,41.0,TELANGANA,Unknown,Unknown,0.0,0.0,0.0,,,0,0,0.0,Unknown,0.0,0.0,,,,0,0,0,1,0,1,1,5.0,1,0,0,0,0,0,0,0,-0.9659258262890683,-0.25881904510252063,1.2246467991473532e-16,-1.0,-0.9749279121818236,-0.2225209339563146,52,23,8,0,0,0,1,0,1,0,0,1,1,0,0,0,4,3,0,,1,0,,1,0,,1,0,,1,0,,1,0,,1,0,0.0,0.5,1,1.0986122886681098,0,1,0.3,0,0,0,1,0.5,0.0,0,0,0,0,0,0.26666666666666666,0,0.5,0,0,0,0.3749306144334055,0,0
West Bengal,Durgapur,2023.0,6.0,Sunday,11:2,Serious,3.0,9.0,5.0,Hazy,Village Road,Damaged,Dark,106.0,25,Female,Yes,11.0,Unknown,1901.0,10.0,Serious,41.0,WEST BENGAL,Unknown,Unknown,0.0,0.0,0.0,,,0,0,0.0,Unknown,0.0,0.0,,,,0,0,0,1,0,0,0,6.0,1,0,0,0,0,0,0,0,0.258819045102521,-0.9659258262890682,1.2246467991473532e-16,-1.0,-0.7818314824680299,0.6234898018587334,59,4,3,0,0,0,0,4,0,0,1,0,0,0,1,0,4,1,0,,1,0,,1,0,,1,0,,1,0,,1,0,,1,0,0.0,0.0,1,1.3862943611198906,1,0,1.06,1,0,0,1,0.9,0.6,0,0,0,0,0,0.5533333333333333,0,0.6,0,1,1,0.4843147180559946,0,1
Kerala,Unknown,2019.0,6.0,Tuesday,16:3,Fatal,2.0,3.0,1.0,Foggy,State Highway,Damaged,Dawn,102.0,32,Female,No,16.0,Unknown,1901.0,10.0,Serious,41.0,KERALA,Unknown,Unknown,0.0,0.0,0.0,,,0,0,0.0,Unknown,0.0,0.0,,,,0,0,0,1,0,0,0,1.0,0,1,0,0,0,0,0,0,-0.8660254037844385,-0.5000000000000004,1.2246467991473532e-16,-1.0,0.7818314824680298,0.6234898018587336,27,23,2,0,0,1,0,1,1,0,0,0,1,0,0,0,4,1,0,,1,0,,1,0,,1,0,,1,0,,1,0,,1,0,0.0,0.4,1,1.0986122886681098,1,0,1.02,0,0,0,0,0.9,0.4,0,0,0,0,0,0.6066666666666666,0,0.5,0,0,2,0.5949306144334056,0,1
Assam,Unknown,2020.0,6.0,Thursday,19:18,Minor,2.0,1.0,5.0,Foggy,National Highway,Under Construction,Dawn,48.0,69,Female,No,19.0,Unknown,1901.0,10.0,Serious,41.0,ASSAM,Unknown,Unknown,0.0,0.0,0.0,,,0,0,0.0,Unknown,0.0,0.0,,,,0,1,0,0,0,1,1,3.0,0,1,0,0,0,0,0,0,-0.9659258262890684,0.2588190451025203,1.2246467991473532e-16,-1.0,0.43388373911755823,-0.900968867902419,5,23,2,0,0,1,0,0,1,0,0,2,1,0,0,0,4,1,0,,1,0,,1,0,,1,0,,1,0,,1,0,,1,0,0.0,0.4,1,1.0986122886681098,0,0,0.48,0,1,0,0,0.8,0.4,0,1,0,0,0,0.4266666666666667,0,0.5,0,0,0,0.33993061443340555,0,0
Nagaland,Unknown,2018.0,6.0,Saturday,17:43,Minor,5.0,5.0,3.0,Foggy,Urban Road,Under Construction,Dusk,32.0,65,Male,No,17.0,Unknown,1901.0,10.0,Serious,41.0,NAGALAND,Unknown,Unknown,0.0,0.0,0.0,,,0,0,0.0,Unknown,0.0,0.0,,,,0,0,0,1,0,1,1,5.0,1,0,0,0,0,0,0,0,-0.9659258262890683,-0.25881904510252063,1.2246467991473532e-16,-1.0,-0.9749279121818236,-0.2225209339563146,39,23,2,0,0,1,0,3,0,1,0,2,3,0,0,1,4,3,0,,1,0,,1,0,,1,0,,1,0,,1,0,,1,0,0.0,0.4,1,1.791759469228055,0,0,0.32,0,1,0,0,0.8,0.4,0,1,0,0,0,0.37333333333333335,0,0.5,0,0,0,0.37458797346140277,0,0
Meghalaya,Unknown,2022.0,6.0,Monday,6:20,Serious,1.0,4.0,1.0,Hazy,Urban Road,Under Construction,Dusk,59.0,60,Male,No,6.0,Unknown,1901.0,10.0,Serious,41.0,MEGHALAYA,Unknown,Unknown,0.0,0.0,0.0,,,0,0,0.0,Unknown,0.0,0.0,,,,0,0,1,0,0,0,0,0.0,0,1,0,1,0,0,0,0,1.0,6.123233995736766e-17,1.2246467991473532e-16,-1.0,0.0,1.0,36,23,3,0,0,0,0,3,0,1,0,2,3,0,0,1,4,3,0,,1,0,,1,0,,1,0,,1,0,,1,0,,1,0,0.0,0.0,0,0.6931471805599453,0,0,0.59,0,0,0,0,0.8,0.0,0,0,0,0,0,0.19666666666666666,0,0.5,0,0,1,0.3296573590279973,0,1
Chhattisgarh,Unknown,2022.0,6.0,Wednesday,17:8,Fatal,2.0,5.0,5.0,Rainy,National Highway,Under Construction,Daylight,88.0,53,Female,No,17.0,Unknown,1901.0,10.0,Serious,41.0,CHHATTISGARH,Unknown,Unknown,0.0,0.0,0.0,,,0,0,0.0,Unknown,0.0,0.0,,,,0,0,0,1,0,1,1,2.0,0,1,0,0,0,0,0,0,-0.9659258262890683,-0.25881904510252063,1.2246467991473532e-16,-1.0,0.9749279121818236,-0.22252093395631434,10,23,5,0,1,0,0,0,1,0,0,2,2,1,0,0,4,1,0,,1,0,,1,0,,1,0,,1,0,,1,0,,1,0,0.0,0.3,1,1.0986122886681098,1,0,0.88,0,0,0,0,0.8,0.0,0,0,1,0,0,0.3933333333333333,0,0.5,0,0,2,0.6199306144334056,1,1
Gujarat,Surat,2022.0,6.0,Tuesday,20:19,Serious,5.0,2.0,2.0,Foggy,Village Road,Damaged,Dusk,83.0,56,Male,No,20.0,Unknown,1901.0,10.0,Serious,41.0,GUJARAT,Unknown,Unknown,0.0,0.0,0.0,,,0,0,0.0,Unknown,0.0,0.0,,,,0,1,0,0,0,0,0,1.0,0,1,0,0,0,0,0,0,-0.8660254037844386,0.5000000000000001,1.2246467991473532e-16,-1.0,0.7818314824680298,0.6234898018587336,16,20,2,0,0,1,0,4,0,0,1,0,3,0,0,1,4,3,0,,1,0,,1,0,,1,0,,1,0,,1,0,,1,0,0.0,0.4,1,1.791759469228055,1,0,0.83,0,0,0,0,0.9,0.4,0,0,0,0,0,0.5433333333333333,0,0.6,0,1,1,0.4845879734614027,0,1
West Bengal,Kolkata,2020.0,6.0,Friday,7:58,Minor,2.0,2.0,5.0,Clear,State Highway,Under Construction,Dawn,58.0,47,Female,No,7.0,Unknown,1901.0,10.0,Serious,41.0,WEST BENGAL,Unknown,Unknown,0.0,0.0,0.0,,,0,0,0.0,Unknown,0.0,0.0,,,,0,0,1,0,1,0,1,4.0,0,1,1,0,0,0,0,0,0.9659258262890683,-0.25881904510252063,1.2246467991473532e-16,-1.0,-0.433883739117558,-0.9009688679024191,59,9,0,1,0,0,0,1,1,0,0,2,1,0,0,0,4,1,0,,1,0,,1,0,,1,0,,1,0,,1,0,,1,0,0.0,0.0,1,1.0986122886681098,0,0,0.58,0,0,0,0,0.8,0.0,0,0,0,0,0,0.19333333333333333,0,0.6,1,1,0,0.2649306144334055,0,0
West Bengal,Kolkata,2018.0,6.0,Sunday,7:46,Serious,5.0,2.0,5.0,Rainy,Village Road,Damaged,Dark,30.0,20,Male,Yes,7.0,Unknown,1901.0,10.0,Serious,41.0,WEST BENGAL,Unknown,Unknown,0.0,0.0,0.0,,,0,0,0.0,Unknown,0.0,0.0,,,,0,0,1,0,1,0,1,6.0,1,0,0,0,0,0,0,0,0.9659258262890683,-0.25881904510252063,1.2246467991473532e-16,-1.0,-0.7818314824680299,0.6234898018587334,59,9,5,0,1,0,0,4,0,0,1,0,0,0,1,0,4,3,0,,1,0,,1,0,,1,0,,1,0,,1,0,,1,0,0.0,0.3,1,1.791759469228055,0,1,0.3,1,0,1,1,0.9,0.6,0,0,0,0,0,0.39999999999999997,0,0.6,1,1,1,0.6245879734614028,1,1
Tripura,Unknown,2022.0,6.0,Sunday,10:52,Serious,1.0,8.0,1.0,Foggy,National Highway,Damaged,Dawn,104.0,42,Male,No,10.0,Unknown,1901.0,10.0,Serious,41.0,TRIPURA,Unknown,Unknown,0.0,0.0,0.0,,,0,0,0.0,Unknown,0.0,0.0,,,,0,0,0,1,0,0,0,6.0,1,0,0,0,0,0,0,0,0.49999999999999994,-0.8660254037844387,1.2246467991473532e-16,-1.0,-0.7818314824680299,0.6234898018587334,53,23,2,0,0,1,0,0,1,0,0,0,1,0,0,0,4,3,0,,1,0,,1,0,,1,0,,1,0,,1,0,,1,0,0.0,0.4,0,0.6931471805599453,1,0,1.04,0,0,0,0,0.9,0.4,0,0,0,0,0,0.6133333333333333,0,0.5,0,0,1,0.4246573590279973,0,1
Karnataka,Bangalore,2021.0,6.0,Wednesday,22:36,Minor,3.0,1.0,5.0,Rainy,Urban Road,Under Construction,Dark,93.0,44,Male,Yes,22.0,Unknown,1901.0,10.0,Serious,41.0,KARNATAKA,Unknown,Unknown,0.0,0.0,0.0,,,0,0,0.0,Unknown,0.0,0.0,,,,1,0,0,0,0,0,0,2.0,0,1,0,0,0,0,0,0,-0.5000000000000004,0.8660254037844384,1.2246467991473532e-16,-1.0,0.9749279121818236,-0.22252093395631434,26,1,5,0,1,0,0,3,0,1,0,2,0,0,1,0,4,3,0,,1,0,,1,0,,1,0,,1,0,,1,0,,1,0,0.0,0.3,1,1.3862943611198906,1,0,0.93,0,0,0,1,0.8,0.6,1,0,1,0,0,0.61,1,0.7,1,1,0,0.43431471805599453,0,0
West Bengal,Durgapur,2021.0,6.0,Friday,9:4,Minor,3.0,4.0,4.0,Foggy,State Highway,Damaged,Dark,82.0,53,Male,No,9.0,Unknown,1901.0,10.0,Serious,41.0,WEST BENGAL,Unknown,Unknown,0.0,0.0,0.0,,,0,0,0.0,Unknown,0.0,0.0,,,,0,0,1,0,1,0,1,4.0,0,1,1,0,0,0,0,0,0.7071067811865476,-0.7071067811865475,1.2246467991473532e-16,-1.0,-0.433883739117558,-0.9009688679024191,59,4,2,0,0,1,0,1,1,0,0,0,0,0,1,0,4,3,0,,1,0,,1,0,,1,0,,1,0,,1,0,,1,0,0.0,0.4,1,1.3862943611198906,1,0,0.82,0,0,0,0,0.9,1.0,0,1,0,0,0,0.7399999999999999,0,0.6,0,1,0,0.3743147180559946,0,0
Chhattisgarh,Unknown,2020.0,6.0,Tuesday,19:34,Fatal,5.0,0.0,2.0,Rainy,Village Road,Wet,Daylight,82.0,48,Male,Yes,19.0,Unknown,1901.0,10.0,Serious,41.0,CHHATTISGARH,Unknown,Unknown,0.0,0.0,0.0,,,0,0,0.0,Unknown,0.0,0.0,,,,0,1,0,0,0,1,1,1.0,0,1,0,0,0,0,0,0,-0.9659258262890684,0.2588190451025203,1.2246467991473532e-16,-1.0,0.7818314824680298,0.6234898018587336,10,23,5,0,1,0,0,4,0,0,1,4,2,1,0,0,4,3,0,,1,0,,1,0,,1,0,,1,0,,1,0,,1,0,0.0,0.3,1,1.791759469228055,1,0,0.82,0,0,0,1,0.5,0.0,0,0,1,0,0,0.3733333333333333,0,0.5,0,0,2,0.6695879734614028,1,1
Himachal Pradesh,Unknown,2019.0,6.0,Wednesday,5:0,Serious,2.0,2.0,5.0,Stormy,Village Road,Under Construction,Daylight,108.0,37,Female,Yes,5.0,Unknown,1901.0,10.0,Serious,41.0,HIMACHAL PRADESH,Unknown,Unknown,0.0,0.0,0.0,,,0,0,0.0,Unknown,0.0,0.0,,,,1,0,0,0,0,0,0,2.0,0,1,0,0,0,0,0,0,0.9659258262890683,0.25881904510252074,1.2246467991473532e-16,-1.0,0.9749279121818236,-0.22252093395631434,20,23,8,0,0,0,1,4,0,0,1,2,2,1,0,0,4,1,0,,1,0,,1,0,,1,0,,1,0,,1,0,,1,0,0.0,0.5,1,1.0986122886681098,1,0,1.08,0,0,0,1,0.8,0.0,0,0,0,0,0,0.5266666666666667,0,0.5,0,0,1,0.5999306144334056,0,1
Gujarat,Ahmedabad,2023.0,6.0,Sunday,4:33,Minor,4.0,9.0,4.0,Hazy,National Highway,Dry,Dusk,41.0,49,Female,No,4.0,Unknown,1901.0,10.0,Serious,41.0,GUJARAT,Unknown,Unknown,0.0,0.0,0.0,,,0,0,0.0,Unknown,0.0,0.0,,,,1,0,0,0,0,0,0,6.0,1,0,0,0,0,0,0,0,0.8660254037844386,0.5000000000000001,1.2246467991473532e-16,-1.0,-0.7818314824680299,0.6234898018587334,16,0,3,0,0,0,0,0,1,0,0,1,3,0,0,1,4,1,0,,1,0,,1,0,,1,0,,1,0,,1,0,,1,0,0.0,0.0,1,1.6094379124341003,0,0,0.41,0,0,0,0,0.5,0.0,0,0,0,0,0,0.13666666666666666,0,0.6,1,1,0,0.27547189562170504,0,0
Gujarat,Ahmedabad,2019.0,6.0,Wednesday,0:26,Fatal,4.0,3.0,5.0,Rainy,State Highway,Wet,Dusk,61.0,51,Female,No,0.0,Unknown,1901.0,10.0,Serious,41.0,GUJARAT,Unknown,Unknown,0.0,0.0,0.0,,,0,0,0.0,Unknown,0.0,0.0,,,,1,0,0,0,0,0,0,2.0,0,1,0,0,0,0,0,0,0.0,1.0,1.2246467991473532e-16,-1.0,0.9749279121818236,-0.22252093395631434,16,0,5,0,1,0,0,1,1,0,0,4,3,0,0,1,4,1,0,,1,0,,1,0,,1,0,,1,0,,1,0,,1,0,0.0,0.3,1,1.6094379124341003,0,0,0.61,0,0,0,0,0.5,0.0,1,0,0,0,0,0.3033333333333333,0,0.6,1,1,2,0.6354718956217049,1,1
Uttar Pradesh,Kanpur,2018.0,6.0,Thursday,18:57,Minor,2.0,6.0,2.0,Rainy,National Highway,Wet,Dusk,109.0,30,Male,No,18.0,Unknown,1901.0,10.0,Serious,41.0,UTTAR PRADESH,Unknown,Unknown,0.0,0.0,0.0,,,0,0,0.0,Unknown,0.0,0.0,,,,0,1,0,0,0,1,1,3.0,0,1,0,0,0,0,0,0,-1.0,-1.8369701987210297e-16,1.2246467991473532e-16,-1.0,0.43388373911755823,-0.900968867902419,56,8,5,0,1,0,0,0,1,0,0,4,3,0,0,1,4,3,0,,1,0,,1,0,,1,0,,1,0,,1,0,,1,0,0.0,0.3,1,1.0986122886681098,1,0,1.09,0,0,0,0,0.5,0.0,0,0,1,0,0,0.4633333333333334,1,0.9,0,1,0,0.2949306144334055,0,0
Odisha,Unknown,2022.0,6.0,Tuesday,22:43,Fatal,4.0,1.0,3.0,Foggy,National Highway,Under Construction,Daylight,30.0,57,Male,No,22.0,Unknown,1901.0,10.0,Serious,41.0,ODISHA,Unknown,Unknown,0.0,0.0,0.0,,,0,0,0.0,Unknown,0.0,0.0,,,,1,0,0,0,0,0,0,1.0,0,1,0,0,0,0,0,0,-0.5000000000000004,0.8660254037844384,1.2246467991473532e-16,-1.0,0.7818314824680298,0.6234898018587336,41,23,2,0,0,1,0,0,1,0,0,2,2,1,0,0,4,3,0,,1,0,,1,0,,1,0,,1,0,,1,0,,1,0,0.0,0.4,1,1.6094379124341003,0,1,0.3,0,0,0,0,0.8,0.4,0,0,0,0,0,0.3666666666666667,0,0.5,0,0,2,0.695471895621705,1,1
Uttarakhand,Unknown,2022.0,6.0,Sunday,9:10,Minor,5.0,1.0,4.0,Hazy,State Highway,Damaged,Dawn,114.0,25,Female,Yes,9.0,Unknown,1901.0,10.0,Serious,41.0,UTTARAKHAND,Unknown,Unknown,0.0,0.0,0.0,,,0,0,0.0,Unknown,0.0,0.0,,,,0,0,1,0,1,0,1,6.0,1,0,0,0,0,0,0,0,0.7071067811865476,-0.7071067811865475,1.2246467991473532e-16,-1.0,-0.7818314824680299,0.6234898018587334,57,23,3,0,0,0,0,1,1,0,0,0,1,0,0,0,4,1,0,,1,0,,1,0,,1,0,,1,0,,1,0,,1,0,0.0,0.0,1,1.791759469228055,1,0,1.14,1,0,0,1,0.9,0.0,0,0,0,0,0,0.37999999999999995,0,0.5,0,0,0,0.4095879734614028,0,0
Chhattisgarh,Unknown,2021.0,6.0,Saturday,5:38,Serious,4.0,6.0,4.0,Foggy,State Highway,Dry,Dusk,37.0,22,Male,Yes,5.0,Unknown,1901.0,10.0,Serious,41.0,CHHATTISGARH,Unknown,Unknown,0.0,0.0,0.0,,,0,0,0.0,Unknown,0.0,0.0,,,,1,0,0,0,0,0,0,5.0,1,0,0,0,0,0,0,0,0.9659258262890683,0.25881904510252074,1.2246467991473532e-16,-1.0,-0.9749279121818236,-0.2225209339563146,10,23,2,0,0,1,0,1,1,0,0,1,3,0,0,1,4,3,0,,1,0,,1,0,,1,0,,1,0,,1,0,,1,0,0.0,0.4,1,1.6094379124341003,0,0,0.37,1,0,1,1,0.5,0.4,0,0,0,1,0,0.38999999999999996,0,0.5,0,0,1,0.600471895621705,1,1
Karnataka,Mangalore,2020.0,6.0,Thursday,20:21,Serious,2.0,1.0,5.0,Hazy,State Highway,Under Construction,Dark,50.0,44,Male,No,20.0,Unknown,1901.0,10.0,Serious,41.0,KARNATAKA,Unknown,Unknown,0.0,0.0,0.0,,,0,0,0.0,Unknown,0.0,0.0,,,,0,1,0,0,0,0,0,3.0,0,1,0,0,0,0,0,0,-0.8660254037844386,0.5000000000000001,1.2246467991473532e-16,-1.0,0.43388373911755823,-0.900968867902419,26,12,3,0,0,0,0,1,1,0,0,2,0,0,1,0,4,3,0,,1,0,,1,0,,1,0,,1,0,,1,0,,1,0,0.0,0.0,1,1.0986122886681098,0,0,0.5,0,0,0,0,0.8,0.6,0,0,0,0,0,0.3666666666666667,1,0.7,0,1,1,0.3599306144334055,0,1
Uttarakhand,Unknown,2022.0,6.0,Sunday,0:35,Serious,1.0,8.0,1.0,Stormy,National Highway,Wet,Dark,89.0,20,Male,No,0.0,Unknown,1901.0,10.0,Serious,41.0,UTTARAKHAND,Unknown,Unknown,0.0,0.0,0.0,,,0,0,0.0,Unknown,0.0,0.0,,,,1,0,0,0,0,0,0,6.0,1,0,0,0,0,0,0,0,0.0,1.0,1.2246467991473532e-16,-1.0,-0.7818314824680299,0.6234898018587334,57,23,8,0,0,0,1,0,1,0,0,4,0,0,1,0,4,3,0,,1,0,,1,0,,1,0,,1,0,,1,0,,1,0,0.0,0.5,0,0.6931471805599453,1,0,0.89,1,0,1,0,0.5,0.6,0,0,0,1,0,0.6633333333333334,0,0.5,0,0,1,0.5146573590279973,0,1
Arunachal Pradesh,Unknown,2023.0,6.0,Friday,22:31,Fatal,2.0,9.0,2.0,Rainy,State Highway,Under Construction,Daylight,117.0,59,Male,Yes,22.0,Unknown,1901.0,10.0,Serious,41.0,ARUNACHAL PRADESH,Unknown,Unknown,0.0,0.0,0.0,,,0,0,0.0,Unknown,0.0,0.0,,,,1,0,0,0,0,0,0,4.0,0,1,1,0,0,0,0,0,-0.5000000000000004,0.8660254037844384,1.2246467991473532e-16,-1.0,-0.433883739117558,-0.9009688679024191,4,23,5,0,1,0,0,1,1,0,0,2,2,1,0,0,4,3,0,,1,0,,1,0,,1,0,,1,0,,1,0,,1,0,0.0,0.3,1,1.0986122886681098,1,0,1.17,0,0,0,1,0.8,0.0,1,0,1,0,0,0.49,0,0.5,0,0,2,0.7099306144334054,1,1
West Bengal,Siliguri,2022.0,6.0,Tuesday,0:24,Fatal,5.0,7.0,4.0,Rainy,State Highway,Wet,Dawn,45.0,56,Female,No,0.0,Unknown,1901.0,10.0,Serious,41.0,WEST BENGAL,Unknown,Unknown,0.0,0.0,0.0,,,0,0,0.0,Unknown,0.0,0.0,,,,1,0,0,0,0,0,0,1.0,0,1,0,0,0,0,0,0,0.0,1.0,1.2246467991473532e-16,-1.0,0.7818314824680298,0.6234898018587336,59,19,5,0,1,0,0,1,1,0,0,4,1,0,0,0,4,1,0,,1,0,,1,0,,1,0,,1,0,,1,0,,1,0,0.0,0.3,1,1.791759469228055,0,0,0.45,0,0,0,0,0.5,0.0,1,0,0,0,0,0.25,0,0.6,0,1,2,0.6445879734614027,1,1
Chhattisgarh,Unknown,2018.0,6.0,Monday,7:9,Serious,3.0,8.0,3.0,Foggy,State Highway,Dry,Dawn,70.0,62,Female,Yes,7.0,Unknown,1901.0,10.0,Serious,41.0,CHHATTISGARH,Unknown,Unknown,0.0,0.0,0.0,,,0,0,0.0,Unknown,0.0,0.0,,,,0,0,1,0,1,0,1,0.0,0,1,0,1,0,0,0,0,0.9659258262890683,-0.25881904510252063,1.2246467991473532e-16,-1.0,0.0,1.0,10,23,2,0,0,1,0,1,1,0,0,1,1,0,0,0,4,1,0,,1,0,,1,0,,1,0,,1,0,,1,0,,1,0,0.0,0.4,1,1.3862943611198906,0,0,0.7,0,0,0,1,0.5,0.4,0,1,0,0,0,0.5,0,0.5,0,0,1,0.5193147180559946,0,1
Haryana,Unknown,2021.0,6.0,Sunday,8:33,Fatal,1.0,6.0,4.0,Hazy,State Highway,Dry,Dark,60.0,56,Female,No,8.0,Unknown,1901.0,10.0,Serious,41.0,HARYANA,Unknown,Unknown,0.0,0.0,0.0,,,0,0,0.0,Unknown,0.0,0.0,,,,0,0,1,0,1,0,1,6.0,1,0,0,0,0,0,0,0,0.8660254037844387,-0.4999999999999998,1.2246467991473532e-16,-1.0,-0.7818314824680299,0.6234898018587334,19,23,3,0,0,0,0,1,1,0,0,1,0,0,1,0,4,1,0,,1,0,,1,0,,1,0,,1,0,,1,0,,1,0,0.0,0.0,0,0.6931471805599453,0,0,0.6,0,0,0,0,0.5,0.6,0,0,0,0,0,0.39999999999999997,0,0.5,0,0,2,0.4946573590279973,0,1
Andhra Pradesh,Vijayawada,2022.0,6.0,Monday,7:51,Minor,1.0,0.0,0.0,Clear,National Highway,Dry,Dawn,95.0,51,Female,No,7.0,Unknown,1901.0,10.0,Serious,41.0,ANDHRA PRADESH,Unknown,Unknown,0.0,0.0,0.0,,,0,0,0.0,Unknown,0.0,0.0,,,,0,0,1,0,1,0,1,0.0,0,1,0,1,0,0,0,0,0.9659258262890683,-0.25881904510252063,1.2246467991473532e-16,-1.0,0.0,1.0,3,26,0,1,0,0,0,0,1,0,0,1,1,0,0,0,4,1,0,,1,0,,1,0,,1,0,,1,0,,1,0,,1,0,0.0,0.0,0,0.6931471805599453,1,0,0.95,0,0,0,0,0.5,0.0,0,0,0,0,0,0.31666666666666665,0,0.5,0,1,0,0.19465735902799727,0,0
